Id,RecResult
11173,this is okay
11174,the capital of italy is rome
11176,i go in the holidays
11177,yes it is my passport
11178,i'd like a ticket to notting hill
11179,i would like to pay with post card
11180,i'd like three musical tickets
11181,i'd like tickets for tuesday evening
11182,i would like tickets for tuesday night
11183,i would like three tickets for king the bill
11184,i would like sit in the first dryer
11185,i want to sit in the first row
11186,i would like four tickets
11187,i would like tickets for national gallery
11188,can i have tickets for national gallery
11189,i need four tickets
11190,i'd like a coffee
11191,i'd like a hamburger
11192,i'd like my hamburger medium
11193,i'd like boots
11194,i'd like a suite
11195,i'd like the dessert card
11196,can i have the dessert card
11197,can i have tickets for visa
11198,where is the british museum
11199,where is the oxford street
11200,which bus drives there
11201,the tower is near tower bridge
11202,i'm fine
11203,i'd like boots
11204,i'd like brown boots
11205,thirty six
11206,i'd like jeans
11207,i would like pay
11208,i would like brown sandals
11209,small
11210,how much is this
11211,that's too large
11212,this is too expensive
11213,i don't have a reservation
11214,i haven't got a reservation
11215,i have no reservation
11216,i haven't got a reservation
11217,i have not a reservation
11218,i don't have a reservation
11219,sorry i don't have a reservation
11220,i have not a reservation
11221,i don't have got a reservation
11222,i haven't got a reservation
11223,i don't have a reservation
11224,pay i don't have a reservation
11225,i have no reservation
11226,can i have six tickets to london
11227,i would like to leave at friday night
11228,my name is paul
11229,i from from spain
11230,no i haven't got a reservation
11231,i'd like a room for two nights
11232,a suite
11233,i would like to pay with post card
11234,is there a lift
11235,my name is paolo
11236,my name is paolo
11237,i'm from portugal
11239,i have got four ticket brothers
11240,i go in the holidays
11241,i'm going to the holidays
11242,yes this is my passport
11243,i'd like to westminster
11244,i would like to buy with credit card
11245,i would like pay with euros
11246,i would like to buy with euros
11247,i have only great notes
11248,i have only big notes
11249,i have only great notes
11250,i like buy with credit card
11251,can i have four musical tickets
11252,i'd like four tickets for sunday night
11253,i'd like four tickets for starlight express
11254,i like to sit in the fourth row
11255,i'd like tickets for madame tussauds
11257,i'd like a coke
11258,i would like a sunday roast rare
11259,i would like a sunday roast rare
11261,i would like a dessert card
11262,i would like the of the shirt
11263,i'd like the carcasses shirt
11265,where is the oxford street
11266,which bus drives there
11268,i'm fine
11269,i would like sandals
11270,i want red sandals
11271,forty two
11272,i'd like a sweatshirt
11273,i'd like a green sweatshirt
11274,small
11275,can i
11276,i don't want this sweatshirt
11277,i don't want this
11278,i am large
11279,i don't want this sweatshirt
11280,no i don't have a reservation
11281,i'd like a room for three nights
11282,a single room
11283,i'd like to pay with post card
11284,i'd like to pay with from cream
11285,i'd like to buy with francs
11286,i would like to pay with pants
11287,is there a hotel restaurant
11288,i'd like four tickets to london
11289,i want a suite
11290,i want to leave on thursday afternoon
11291,my name is paolo
11292,i am from germany
11293,my name is paolo
11294,i'm from switzerland
11295,that is not in africa
11296,switzerland isn't in africa
11297,switzerland is in europe
11298,this is okay
11299,the capital of switzerland is bern
11302,i go to the holidays
11303,yes it is my passport
11304,i'd like a ticket to trafalgar square
11305,i'd like to buy with visa
11306,can i have a ticket to green park
11307,i'd like to pay with post card
11308,can i have one musical ticket
11310,can i have a ticket for tuesday night
11311,can i have a ticket for tonight
11313,a ticket for starlight express
11314,can i have a ticket for starlight express
11315,i would like to sit in the eighth row
11316,can i have tickets for the national gallery
11317,want tickets
11318,i would like two tickets
11319,i want a carbonated water without gas
11320,i'd like a hamburger
11321,i would like a hamburger
11322,i would like a sunday
11323,i want my hamburger rare
11324,i would like pay
11325,i would like jeans
11326,i would like the dessert card
11327,i would like a dessert card
11328,can i have the card of this shirt
11329,where is the tate modern
11330,where is the tower
11331,where is the tower
11332,the tower is near there from tower bridge
11333,i'm fine
11334,i'd like boots
11335,i would like boots
11336,i'd like red boots
11337,forty one
11338,i'd like a shirt
11339,i'd like a green shirt
11340,small
11341,thirty one
11342,this is too far
11343,there a
11344,i want the shirt not
11346,i don't want this shirt
11347,sorry i don't want this shirt
11348,this is too small
11349,is monday
11350,i'd like a room for five nights
11351,single room
11352,can i have a single room
11353,i'd like to pay with mastercard
11354,is there a lift
11355,i'd like two tickets to london
11356,i want to leave tomorrow at four o'clock
11357,i would like tomorrow trousers
11358,i want to leave tomorrow at four o'clock
11359,my name is brian
11360,i'm from spain
11361,my name is brian
11362,i'm from german
11363,the capital of german is berlin
11364,i have got three sisters
11365,i go to the holidays
11366,yes this is my passport
11367,my name is andrew
11368,i'm from austria
11369,the capital of austria is museum
11370,i got four tickets
11371,i've got four sisters
11372,i go in the holidays
11373,yes it is my passport
11374,my name is andy
11375,i am from scotland
11376,can i have a ticket to green park
11377,i like to pay with post card
11378,i like to pay with swiss francs
11379,i have got smaller notes
11380,can i have four musical tickets
11381,can i have four musical tickets
11382,i would like tomorrow evening
11384,can i have four tickets for starlight express
11385,i would like to sit in the ninth row
11386,can i have tickets for the science museum
11387,can i have one ticket
11388,i would like a water store holiday
11389,i want a still water
11390,i want a carbonated water without
11391,i'd like a hamburger
11392,i'd like my hamburger medium
11393,i would like a hairdryer
11394,i would like the dessert card
11395,can i have the card dessert
11396,i would like the dessert card
11397,junior national thirty visa one sister
11398,where is the british museum
11399,where is the oxford street
11400,which bus drives there
11402,i'm fine
11403,i am fine
11404,i'd like sandals
11405,i would like blue sandals
11406,forty two
11407,i would like a shirt
11408,i would like a white shirt
11409,small
11410,how much is this shirt
11411,this is too expensive
11412,my name is maddalena
11413,i am from australia
11414,no i don't have a reservation
11415,can i have a room for four nights
11416,can i have a suite
11417,i'd like to pay with post card
11418,is there a hotel bar
11419,where is the hotel bar
11420,where is the hotel bar
11421,i'd like two tickets to london
11422,i'd like to leave at sunday night
11423,i want to leave on saturday like
11424,i want to leave on saturday night
11425,my name is mona
11426,i'm from austria
11427,my name is maddalena
11428,i'm from italian
11429,the capital of italy is rome
11430,i have one sister
11431,i go to the holidays
11432,i go into the holidays
11433,yes it is my passport
11435,i'd like to buy with visa
11436,i'd like one musical ticket
11437,can i have one musical ticket
11439,a ticket for starlight express
11440,a ticket for starlight express
11441,can i have a ticket for starlight express
11442,i like to sit in the to row
11443,i want to sit in the second rare
11444,can i have tickets for the science museum
11445,can i have four tickets
11446,i want a carbonated water
11447,i would like a sunday roast
11448,i would like the sunday roast medium
11449,i'd like a row
11450,the tower
11451,i would like a ticket manager
11452,i want three tickets
11453,a ticket i want three tickets
11454,i would like a forty one
11455,i would like the dessert card
11456,i would like the dessert card
11457,i would like the dessert card
11458,where is the national gallery
11459,where is the tower
11462,i'm fine
11463,i'd like boots
11464,i'd like boots
11465,i'd like brown boots
11466,forty four
11467,i'd like a shirt
11468,i'd like a shirt
11470,small
11471,is tuesday
11472,the custard tart o'clock am john
11473,this is too far
11474,i don't want this t-shirt
11475,i don't like is
11477,i don't want this
11478,can i have a lift
11479,no i don't have a reservation
11480,i don't have a reservation
11481,no i don't have a reservation
11482,a room for five nights
11483,a double room
11484,a double room
11485,room room
11486,i would like to pay with post card
11487,i like to pay with post card
11488,is there a swimming pool
11489,where is the swimming pool
11490,there is there a
11491,where is the hairdryer
11492,can i have four tickets to london
11493,i would like to leave at friday afternoon
11494,i would like to leave at friday afternoon
11495,my name is janet
11496,i'm from spain
11497,my name is maddalena
11498,i'm from austria
11499,the capital of austria is vienna
11500,i have one sister
11501,i go into the holidays
11502,yes this is my passport
11503,i have i want one ticket to trafalgar square
11504,can i have a ticket to trafalgar square
11505,i like to buy with credit card
11506,can i have a ticket to trafalgar square
11507,i like to pay with visa
11508,i'd like to buy with euros
11509,i have got smaller notes
11510,my name is nick
11511,i'm from austria
11512,austria is not in africa
11513,austria is in europe
11514,this is okay
11515,the capital of austria is vienna
11516,i've got two younger brothers
11517,i go into the holidays
11518,yes this is my passport
11519,my name is paolo
11520,i'm from turkey
11521,turkey is not in africa
11522,turkey is in europe
11523,this is okay
11524,the capital of turkey is ankara
11526,i go into the holidays
11527,yes this is my passport
11528,my name is patrick
11529,i'm from australia
11530,my name is andrew
11531,i'm from australia
11532,can i have a ticket to nothing hill
11533,i'd like to pay with mastercard
11534,i like to pay with mastercard
11535,i like to pay with dollars
11536,i would like to buy with dollars
11537,i want to pay with dollars
11538,i need one musical ticket
11539,a ticket for tomorrow night
11540,a ticket for tomorrow night
11541,can i have a ticket for tomorrow night
11542,can i have one ticket for the phantom the room
11543,can i have a ticket for this musical
11544,can i have a ticket for this musical
11545,i want a ticket for this musical
11546,i want to sit in the sixth row
11547,can i have a ticket for the national gallery
11548,i need four tickets
11549,can i have three tickets
11550,where is the science museum
11551,where is the tower
11552,where is the tower
11553,where is the tower
11554,big ben is next to the houses of parliament
11555,where is the tate modern
11556,where is the oxford street
11557,which bus drives there
11558,the tower is near of the tower bridge
11559,i don't know
11560,i like to go
11561,i'm fine
11562,i would like boots
11563,i would like brown boots
11564,thirty eight
11565,can i have a sweatshirt
11566,i'd like a pink sweatshirt
11568,how much is this sweatshirt
11569,the sweatshirt is too expensive
11570,the sweatshirt is too expensive
11571,can i have a room for one week
11572,can i have a suite
11573,can i buy with post card
11574,is there a swimming pool
11575,where is the swimming pool
11576,i card the
11577,my bathroom is dirty
11578,my bathroom is dirty
11579,where is the hairdryer
11580,i'd like four tickets to london
11581,i want to leave at eight o'clock tomorrow
11582,my name is sarah
11583,i'm from switzerland
11584,my name is andrew
11585,i'm from german
11586,where is not in africa
11587,germany is not in africa
11588,germany is in europe
11589,this is okay
11590,the capital of germany is berlin
11591,i've got three sisters
11592,i go to the holidays
11593,i go in the holidays
11594,yes it is my passport
11595,can i have a ticket to green park
11596,i would like to pay with credit card
11597,can i have a ticket to notting hill
11598,i like to pay with post card
11599,i like to pay with post card
11600,i'd like to pay with euros
11601,i have only big notes
11602,i have got only big notes
11603,i've got big notes
11604,where is the atm
11605,can i have five tickets to london
11606,can i have five tickets to london
11607,i would like to leave at monday
11608,my name is patrick
11609,i'm from austria
11610,where is the british museum
11611,where is the oxford street
11612,which bus drives there
11613,the tower is near tower bridge
11614,can i have three musical tickets
11615,can i have a ticket for tomorrow evening
11616,can i have three tickets for the phantom there water
11617,i want to sit back
11618,i want to sit back
11619,i want to sit back
11620,can i have a ticket for the london eye
11621,can i have four tickets
11622,can i have two musical tickets
11623,i would like to go at tuesday evening
11624,i would like two tickets for mamma mia
11625,i would like to sit in the fifth row
11627,can i have tickets for the science museum
11628,can i have four tickets
11629,can i have four tickets
11630,can i have four musical tickets
11631,i would like tickets for monday evening
11632,i would like four tickets for billy elliot
11633,i would like to sit in the tenth row
11634,can i have tickets for the science museum
11635,one ticket
11636,can i have one ticket
11637,can i have two musical tickets
11638,i would like to go at sunday evening
11639,can i have two tickets for the phantom the water
11640,i would like two tickets for the phantom room please
11641,i would like two tickets for the shampoo in the room
11642,i like to sit in the third row
11643,can i have tickets for madame tussauds
11644,i would like three tickets
11645,i would like a coffee
11646,i would like a hamburger
11647,i would like a hamburger rare
11648,i would like a
11649,i would like carrots
11650,can i have carrots
11651,this is not what i ordered
11652,i would like to speak with manager
11653,i want to leave ordered
11654,i would like the ordered food
11655,i would like the dessert card
11656,i would like the card of is jeans
11657,i would like the dessert card
11658,i want an orange juice
11659,i would like the sunday roast
11660,i would like a tonight sunday roast
11661,i would like a cooked through my sunday roast
11663,i would like a ticket
11664,i would like a ticket for king the
11665,can i have the dessert card
11666,i would like a carbonated shirt
11667,i would like the dessert card
11668,i would like a fanta
11669,i would like the sunday roast
11671,i would like brown jeans
11672,i would like the dessert card
11673,i would like the card of a store
11674,can i have the dessert card
11675,i would like a coffee
11676,i would like the sunday roast
