Id,RecResult,Confidence
512,can i buy room,0.9 0.95 0.96 0.98
513,i am a forty two,0.98 0.69 0.5 0.95 0.95
514,i would like some jeans,0.8 0.8 1.0 0.77 0.98
515,i'm looking for jeans,0.66 1.0 1.0 1.0
516,i'd like green jeans,0.7 1.0 1.0 0.99
517,boots,0.94
518,i'm from portugal,0.46 0.81 0.8
519,a shirt,0.32 0.32
520,this is too small,0.98 1.0 1.0 1.0
521,i do not want these jeans,1.0 1.0 1.0 1.0 0.99 1.0
522,i do not want these jeans,1.0 1.0 1.0 1.0 0.98 1.0
524,no i do not want this,0.98 1.0 1.0 1.0 1.0 1.0
525,i'd like a ticket to london,1.0 1.0 0.89 0.89 0.77 1.0
526,i'd like to leave at twelve o'clock a m,0.99 1.0 1.0 1.0 0.99 1.0 1.0 1.0 0.92
527,my name is mona,1.0 1.0 1.0 1.0
528,i am from ireland,0.76 0.76 1.0 1.0
529,i'd like three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
530,i like to leave at sunday morning,0.93 0.98 1.0 1.0 0.75 1.0 1.0
531,i would like to leave on saturday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
532,my name is maddalena,1.0 1.0 1.0 1.0
533,i am from france,0.76 0.76 1.0 0.54
534,i'm from switzerland,0.92 1.0 1.0
535,i'd like six tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
536,i'd like to leave on ah tuesday,0.96 1.0 1.0 1.0 1.0 0.67 0.62
537,my name is andrew,1.0 1.0 1.0 1.0
538,i'm from german,0.98 1.0 0.98
539,i'd like a ticket to london,0.99 1.0 0.99 0.99 1.0 1.0
540,i would like to leave on thursday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.86
541,my name is barbara,1.0 1.0 1.0 0.4
542,i'm from australia,0.54 1.0 1.0
543,i'm from austria,0.83 1.0 0.99
544,i'd like four tickets to london,0.99 1.0 1.0 1.0 0.76 0.97
545,i want buy on thursday afternoon,1.0 1.0 0.59 0.87 1.0 0.77
546,i want to leave on thursday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0
547,my name is barbara,1.0 1.0 1.0 0.92
548,my name is barbara,1.0 1.0 1.0 1.0
549,i am is barbara,0.61 0.58 0.39 0.4
550,i'm from france,0.51 1.0 0.68
551,i'd like a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0
552,i want to leave on thursday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0
553,my name is nick,1.0 1.0 1.0 1.0
554,i'm from ireland,0.85 1.0 1.0
555,i'd like five tickets to london,0.99 1.0 1.0 1.0 1.0 1.0
556,i'd like to leave on thursday afternoon,0.98 1.0 1.0 1.0 0.99 1.0 1.0
557,how much does it cost,1.0 1.0 0.89 0.7 0.69
558,three tickets,1.0 1.0
559,have three tickets,0.97 0.57 0.7
560,three tickets,0.47 0.92
561,my name is nick,1.0 1.0 1.0 1.0
562,i'm from france,0.68 1.0 0.79
563,i am from france,0.62 0.62 1.0 1.0
564,i'd like six tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
565,i want to leave on friday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0
566,my name is jack,1.0 1.0 1.0 1.0
567,i am from australia,0.68 0.68 1.0 1.0
568,i'd like a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0
569,i want to leave on monday afternoon ah,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.47
570,my name is michelle,1.0 1.0 1.0 1.0
571,i'm from portugal,0.52 1.0 1.0
572,i'd like four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
573,i want to leave on thursday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0
574,my name is paul,1.0 1.0 1.0 0.69
575,i'm from turkey,0.77 1.0 0.87
576,i am from italy,1.0 1.0 1.0 0.96
577,my name is patrick,1.0 1.0 1.0 1.0
578,i am from america,0.51 0.51 1.0 1.0
579,my name is barbara,1.0 1.0 1.0 1.0
580,my name is sarah,1.0 1.0 1.0 0.98
581,my name is sarah,1.0 1.0 1.0 1.0
582,i am from france,0.62 0.62 1.0 1.0
583,i am from france,0.91 0.91 1.0 0.97
584,i'm from france,0.73 1.0 1.0
585,i have four brothers,1.0 1.0 1.0 1.0
586,i go on vacation,1.0 1.0 1.0 1.0
587,i go to the holiday,1.0 0.99 0.84 0.99 0.76
589,this is my passport,0.91 0.99 1.0 1.0
590,this is my passport,1.0 1.0 1.0 1.0
591,yes it is my passport,1.0 0.98 1.0 1.0 1.0
592,i'd like a ticket to the piccadilly circus,1.0 1.0 1.0 1.0 0.97 1.0 1.0 1.0
593,i'd like to pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
594,i like to pay by credit card,0.51 1.0 1.0 1.0 0.99 1.0 0.99
595,i would like brown boots,1.0 1.0 1.0 0.48 0.33
596,i would like want notes,1.0 1.0 1.0 0.55 0.52
597,i would like a boots,1.0 1.0 1.0 0.4 0.37
598,i would like the sunday roast,1.0 1.0 1.0 0.97 1.0 0.99
599,i would like the sunday morning,1.0 1.0 1.0 0.95 0.99 0.54
600,i would like the sunday roast,1.0 1.0 1.0 0.9 0.94 0.94
601,i would like my sunday roast well done,1.0 1.0 1.0 1.0 1.0 1.0 0.93 0.99
602,i would like the master,1.0 1.0 1.0 0.5 0.94
603,i would like a afternoon,1.0 1.0 1.0 0.46 0.78
604,i would like goulash mushrooms,1.0 1.0 1.0 0.33 0.22
605,the dessert menu,1.0 0.99 1.0
606,the apple pie evening,0.98 0.98 0.95 0.93
607,i'd like the bill,0.59 1.0 0.74 0.73
608,i'd like to pay by mastercard,0.66 0.9 1.0 1.0 1.0 0.91
609,i'd like a orange juice,1.0 1.0 0.91 1.0 1.0
610,i'd like a suite,0.98 1.0 0.67 0.69
611,i want a suite,1.0 1.0 0.88 0.94
612,i want a suite,1.0 1.0 0.89 0.88
613,i would like my steak well done,1.0 1.0 1.0 1.0 1.0 0.9 0.89
614,i would like some carrots,1.0 1.0 1.0 1.0 1.0
615,this is not my,0.98 0.98 1.0 0.88
616,this is not what i ordered,1.0 1.0 1.0 1.0 1.0 0.81
617,i'd like the dessert menu,0.96 1.0 0.98 0.96 0.73
618,the dessert menu,1.0 0.99 1.0
619,the dessert menu,0.71 0.69 0.69
620,i would like blue sandals,1.0 1.0 1.0 0.71 0.55
621,i would like a still water,1.0 1.0 1.0 1.0 1.0 1.0
622,i like i'd like the sunday roast,0.8 0.95 0.72 1.0 0.93 1.0 0.99
623,i would like my sunday roast card,1.0 1.0 1.0 1.0 1.0 0.99 0.86
624,i would like my sunday roast well done,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
625,i'd like a single room,0.99 1.0 0.93 0.48 0.55
626,the dessert menu,1.0 0.99 1.0
627,i would like brown pants,1.0 1.0 1.0 0.98 1.0
628,i'd like the bill,0.79 1.0 0.99 0.99
629,i'd like to pay by mastercard,0.96 1.0 1.0 1.0 1.0 0.98
630,i'd like to pay by mastercard,0.75 1.0 1.0 1.0 1.0 0.88
631,can i pay by mastercard,1.0 1.0 1.0 0.99 0.95
632,i'd like brown boots,0.97 0.99 0.6 0.64
633,i would like the sunday roast,1.0 1.0 1.0 0.99 1.0 0.99
634,i would like my sunday roast rare,1.0 1.0 1.0 1.0 1.0 0.99 0.99
635,i'd like a goulash room,0.97 0.99 0.65 0.5 0.56
636,i'd like a goulash soup,0.9 0.93 0.57 0.47 0.4
637,the dessert menu,0.91 0.84 1.0
638,could i have the vanilla ice cream,1.0 1.0 1.0 0.69 0.7 0.7 0.69
639,i'd like the bill,0.9 1.0 1.0 1.0
640,i'd like to pay by credit card,0.59 0.99 1.0 1.0 1.0 1.0 0.99
641,i haven't for monday afternoon,0.99 0.83 0.4 0.89 0.96
642,i am looking for the natural history museum,0.6 0.6 1.0 1.0 0.99 1.0 1.0 1.0
643,where is the oxford street,1.0 1.0 0.56 1.0 1.0
644,where is oxford street,0.97 0.97 0.99 0.98
645,where is oxford street,1.0 1.0 1.0 1.0
646,which bus goes there,1.0 1.0 1.0 1.0
647,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
648,i'm fine,0.95 0.98
649,i'd like some boots,1.0 1.0 0.9 1.0
650,i'd like ah blue sandals,0.92 1.0 1.0 0.96 0.57
651,room evening,0.99 0.4
652,i am a thirty nights,0.98 0.97 0.98 0.84 0.92
653,i'd like sunday jeans,0.71 1.0 0.56 0.44
654,i'm looking for bar,0.7 1.0 0.6 0.39
655,red boots,1.0 0.44
656,small,0.98
657,how much the gym,0.99 0.96 0.49 0.21
658,that's too expensive,1.0 1.0 1.0
659,i'm fine,0.97 1.0
660,i'd like some sunday roast,0.81 1.0 0.8 0.68 0.39
661,red sandals,1.0 0.98
662,i would forty two,0.99 0.67 0.59 0.56
663,i am a forty two,0.7 0.67 0.56 0.91 0.91
664,forty two,0.98 0.98
665,i am looking for trousers,0.97 0.97 1.0 1.0 0.88
666,i'd like brown,1.0 1.0 0.74
667,i'd like brown,0.85 1.0 0.9
668,i'm from,0.87 0.5
669,i'd like brown sandals,0.97 1.0 0.98 1.0
670,white sandals,0.98 0.92
671,i'm morning,0.67 0.32
672,forty,0.65
673,forty,0.99
674,i'd like dollars,1.0 1.0 0.28
675,the tower,0.42 0.47
676,i am from germany,0.73 0.72 0.73 0.48
677,i'm fine,0.79 0.83
678,i'd like some boots,0.95 0.97 0.87 0.97
679,one room please,0.65 1.0 0.78
680,forty two,0.76 0.76
681,i am forty two,0.9 0.87 0.97 0.92
682,i am forty two,1.0 0.99 0.93 0.9
683,i'd like suites,1.0 1.0 0.66
684,i'd like some suites,0.93 1.0 0.41 0.42
685,i'd like brown pants,0.99 1.0 0.99 0.73
686,i'm fine,0.94 1.0
687,i'd like some boots,1.0 1.0 0.64 0.65
688,like junior suite,0.53 0.64 0.83
689,i am a thirty nine,0.99 0.98 0.98 1.0 1.0
690,i want jeans,1.0 1.0 0.79
691,i want turkey,1.0 1.0 0.2
692,i want for museum,0.98 1.0 1.0 1.0
693,small,0.92
694,that's too small,0.97 1.0 1.0
695,i don't want this,1.0 1.0 1.0 0.72
696,i don't want this,1.0 1.0 1.0 0.38
697,i do not want this,1.0 1.0 1.0 1.0 0.77
698,i do not want ah,1.0 1.0 1.0 1.0 0.89
700,i do not want,1.0 1.0 1.0 0.95
701,i'd like a lemonade,1.0 1.0 0.96 0.87
702,i would like the sunday roast,0.71 0.5 1.0 0.99 1.0 0.99
703,i'd like the sunday roast,0.99 1.0 1.0 1.0 0.98
704,i would like a sunday roast,1.0 1.0 1.0 0.7 1.0 0.94
705,i would like my sunday roast well done,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
706,i want my sunday roast cooked through,1.0 1.0 1.0 1.0 1.0 0.62 0.6
707,i would like the soup of the day,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
708,the dessert menu please,1.0 1.0 1.0 0.92
709,i would like the dessert card,1.0 1.0 1.0 1.0 0.99 1.0
710,the dessert menu please,1.0 1.0 1.0 1.0
711,i'd like a coffee,0.9 1.0 1.0 0.98
712,i'd like the sunday roast,1.0 1.0 0.99 1.0 0.99
713,i would like the sunday roast,1.0 1.0 1.0 0.99 1.0 0.99
714,i would like the sunday roast,1.0 1.0 1.0 0.9 1.0 0.99
715,i want my sunday roast medium,1.0 1.0 1.0 1.0 1.0 1.0
716,i want suite,1.0 1.0 0.44
717,the dessert menu please,0.99 1.0 1.0 1.0
718,i want the chocolate ice cream,1.0 1.0 1.0 1.0 1.0 0.99
719,i'd like the bill,1.0 1.0 1.0 1.0
720,i'd like to pay by post card,0.95 1.0 1.0 1.0 1.0 0.99 0.99
721,i'd like a still water,0.54 0.67 0.8 0.74 0.74
722,i'd like the steak,1.0 1.0 0.98 0.99
723,i want my steak medium,1.0 1.0 1.0 1.0 1.0
724,i want french fries,1.0 1.0 0.98 0.99
725,i want french fries,1.0 1.0 1.0 0.98
726,i'd like french fries,0.99 0.99 0.91 0.91
727,this is not what i order,0.94 1.0 1.0 1.0 1.0 0.66
728,the dessert menu please,1.0 1.0 1.0 1.0
729,i would like the lemon cake,1.0 1.0 1.0 0.98 1.0 1.0
730,i'd like the bill,0.97 1.0 1.0 1.0
731,i'd like to pay by post card,0.99 1.0 1.0 1.0 1.0 0.99 0.99
732,i'd like a coke,0.91 1.0 1.0 1.0
733,i want the steak,1.0 1.0 0.64 1.0
734,i want my steak medium,1.0 1.0 1.0 1.0 1.0
735,i want some garlic bread,1.0 1.0 1.0 1.0 1.0
736,this is not what i ordered pants are a,1.0 1.0 1.0 1.0 1.0 0.51 0.97 0.78 0.42
737,the dessert menu please,0.99 1.0 1.0 1.0
738,i want the custard tart,1.0 1.0 0.82 0.82 0.82
739,i'd like the bill,0.94 1.0 1.0 1.0
740,i'd like to pay by post card,0.77 1.0 1.0 1.0 1.0 0.99 0.99
741,i'd like a coffee,0.98 1.0 1.0 1.0
742,i'd like the sunday roast,0.82 1.0 1.0 1.0 0.97
743,i want my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0
744,i want carrots,1.0 1.0 1.0
745,the dessert menu please,1.0 1.0 1.0 1.0
746,i want the raspberry sorbet,1.0 1.0 0.92 1.0 1.0
747,i'd like the bill,0.99 1.0 1.0 1.0
748,i want to pay by post card,1.0 1.0 1.0 1.0 1.0 0.99 0.99
749,i'd like to pay by mastercard,0.99 1.0 1.0 1.0 1.0 0.99
750,i want an orange juice,1.0 1.0 0.59 1.0 0.95
751,i'd like the sunday roast,1.0 1.0 1.0 1.0 0.98
752,i want my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0
753,i want a suite,1.0 1.0 0.79 0.98
754,i want please,1.0 1.0 0.42
755,i'd like a tea,1.0 1.0 0.51 0.51
756,this is not what i order,1.0 1.0 1.0 1.0 1.0 0.53
757,the dessert menu please,1.0 1.0 1.0 1.0
758,i want a twin trifle,1.0 1.0 0.82 0.32 0.42
759,i want the bill,0.69 0.61 1.0 0.98
760,i'd like to pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
761,where is the tate modern,1.0 1.0 1.0 0.95 1.0
762,where is the tower,1.0 1.0 1.0 1.0
763,where is the tower,1.0 1.0 1.0 1.0
764,where is the tower,1.0 1.0 1.0 1.0
765,saint pauls cathedral is near tower of the bank of england,1.0 1.0 1.0 1.0 1.0 0.77 0.73 0.94 1.0 1.0 1.0
766,where is the science museum,1.0 1.0 1.0 1.0 1.0
767,where is the london eye,1.0 1.0 1.0 1.0 1.0
768,which bus goes there,1.0 1.0 1.0 0.97
769,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
770,i want to go,1.0 1.0 1.0 1.0
771,i want to go,1.0 1.0 1.0 1.0
772,sorry i need to go,1.0 1.0 1.0 1.0 1.0
773,i'd like a room for five nights,0.82 1.0 1.0 1.0 1.0 1.0 1.0
774,i'd like a suite,0.99 1.0 0.85 0.78
775,a suite,1.0 1.0
776,a suite,0.99 0.98
777,can i pay by post card,1.0 1.0 1.0 1.0 0.99 0.99
778,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
779,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
780,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
781,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
782,i'd like a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
783,i'd like a single room,1.0 1.0 1.0 1.0 1.0
784,i'd like to pay by post card,0.97 1.0 1.0 1.0 1.0 0.99 0.99
785,is there a hotel bar,1.0 1.0 1.0 1.0 1.0
786,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
787,i am looking for the natural history museum,0.99 0.99 1.0 1.0 1.0 1.0 1.0 1.0
788,where is the oxford street,1.0 1.0 0.98 1.0 1.0
789,which bus goes there,1.0 1.0 0.99 1.0
790,marble arch is opposite hyde park,0.78 1.0 1.0 1.0 1.0 1.0
791,sorry i need to go,1.0 1.0 1.0 1.0 1.0
792,i'd like a room for six nights,0.99 1.0 1.0 1.0 1.0 1.0 1.0
793,i'd like a single room,1.0 1.0 1.0 1.0 1.0
794,i like to pay by visa,0.93 1.0 1.0 1.0 1.0 1.0
795,is there a grocery store,1.0 1.0 1.0 1.0 0.81
796,where is the grocery store,1.0 1.0 1.0 1.0 1.0
797,my toilet is dirty,1.0 1.0 1.0 1.0
798,there is no shampoo in my room,0.97 0.81 0.76 1.0 0.99 0.99 1.0
799,where can i buy shampoo,1.0 1.0 1.0 1.0 0.99
800,i'd like a room for two nights,0.99 1.0 1.0 1.0 1.0 1.0 1.0
801,i'd like a twin room,0.99 1.0 1.0 1.0 1.0
802,can i pay by mastercard,1.0 1.0 1.0 1.0 0.95
803,is there a grocery store,1.0 1.0 1.0 1.0 1.0
804,where is the grocery store,1.0 1.0 1.0 1.0 1.0
805,the room is dirty,0.56 1.0 1.0 1.0
806,in the room there was no hairdryer,0.88 0.9 1.0 0.99 0.99 1.0 1.0
807,in the room isn't a hairdryer,1.0 1.0 1.0 0.99 1.0 1.0
808,there isn't a hairdryer in the room,1.0 1.0 1.0 1.0 1.0 0.99 1.0
809,i'd like a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
810,i'd like a twin zimmer,1.0 1.0 1.0 1.0 1.0
811,can i pay by post card,1.0 1.0 1.0 1.0 0.99 0.99
812,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
813,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
814,my room is dirty,1.0 1.0 1.0 1.0
815,a room for no shower gel,0.7 1.0 0.61 0.34 0.39 0.32
816,there a shower gel in the room,1.0 0.98 0.95 0.94 1.0 0.99 1.0
817,there is a shower gel in the room,0.99 0.84 0.78 0.94 0.94 0.99 0.96 1.0
818,where can i buy shower gel notes,1.0 1.0 1.0 0.91 0.94 0.91 0.64
819,i'd like a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
820,i'd like a single room,1.0 1.0 1.0 1.0 1.0
821,can i pay by mastercard,1.0 1.0 1.0 1.0 0.96
822,i would pay by mastercard,0.98 0.67 1.0 0.99 0.95
823,can i pay by mastercard,1.0 1.0 1.0 1.0 0.99
824,is there a grocery store,1.0 1.0 1.0 0.98 1.0
825,where is the grocery store,1.0 1.0 1.0 1.0 1.0
826,no i haven't a reservation,1.0 1.0 0.91 0.9 1.0
827,i haven't a reservation,1.0 0.94 0.99 1.0
828,i have not a reservation,1.0 1.0 1.0 1.0 1.0
829,i haven't a reservation,1.0 0.82 1.0 1.0
830,no i haven't a reservation,1.0 1.0 1.0 1.0 1.0
831,i'd like a room for six nights,0.99 1.0 1.0 1.0 1.0 1.0 1.0
832,i'd like a suite,0.99 1.0 0.98 0.98
833,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
834,is there a lift,1.0 1.0 1.0 1.0
835,i'd like a room for four nights,0.96 1.0 1.0 1.0 1.0 1.0 1.0
836,i'd like a suite,1.0 1.0 0.93 0.91
837,can i pay by post card,1.0 1.0 1.0 1.0 0.99 0.99
838,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
839,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
840,my name is andrew,1.0 1.0 1.0 1.0
841,i'm from england,0.8 1.0 1.0
842,my name is sarah,1.0 1.0 1.0 0.87
843,i'm from scotland,0.89 1.0 1.0
844,my name is nick,1.0 1.0 1.0 1.0
845,i'm from australia,0.71 0.49 0.57
846,i'm from australian,0.98 1.0 0.98
847,my name is john,1.0 1.0 1.0 1.0
848,i'm from scotland,0.87 1.0 1.0
849,i am from scotland,1.0 1.0 1.0 1.0
850,my name is barbara,1.0 1.0 1.0 1.0
851,i am from ireland,1.0 1.0 1.0 1.0
852,my name is andrew,1.0 1.0 1.0 1.0
853,i'm from spain,0.92 1.0 0.94
854,the capital from spain is madrid,1.0 1.0 1.0 1.0 1.0 1.0
855,i have three sisters,1.0 1.0 1.0 1.0
856,i go to holidays,1.0 1.0 0.86 0.99
857,that's my passport,1.0 1.0 1.0
858,yes it is my passport,1.0 0.54 0.55 1.0 1.0
859,yes it is my passport,1.0 1.0 1.0 1.0 1.0
860,two musical tickets,0.57 1.0 0.96
861,i'd like one musical ticket,1.0 1.0 1.0 1.0 0.66
863,i'd like to go on friday evening,0.92 1.0 1.0 1.0 1.0 1.0 1.0
864,one ticket for the phantom of the opera,0.98 0.98 1.0 1.0 1.0 1.0 1.0 1.0
865,i like one ticket for the phantom of the opera,0.68 0.35 0.75 0.77 1.0 1.0 1.0 1.0 1.0 1.0
866,i want to sit in the front row,1.0 1.0 1.0 1.0 1.0 1.0 0.55 1.0
867,i want to sit in the second row,1.0 1.0 1.0 1.0 1.0 1.0 0.83 1.0
868,i'd like tickets for the london eye,0.98 1.0 0.93 1.0 1.0 1.0 1.0
869,one ticket,1.0 1.0
870,i'd like one ticket,1.0 1.0 1.0 0.99
871,where is the zoo,1.0 1.0 1.0 1.0
872,where is madame have hairdryer,1.0 1.0 0.62 0.37 0.21
873,which bus goes there,1.0 1.0 1.0 0.97
874,big ben is near bank of england,0.58 0.58 1.0 1.0 1.0 1.0 1.0
875,this is near bank of england,0.91 1.0 1.0 1.0 1.0 1.0
876,i want to go,1.0 1.0 0.99 0.92
877,i want to go,1.0 1.0 1.0 1.0
878,i want to go,1.0 1.0 1.0 1.0
879,i'm fine,0.94 1.0
880,i'd like boots,0.93 0.94 0.99
881,i'd like some boots,0.99 1.0 0.99 1.0
882,i'd like blue boots,1.0 1.0 1.0 1.0
883,i am a forty two,0.94 0.94 0.97 0.76 0.76
884,forty two,0.88 0.88
885,i am a forty two,1.0 1.0 1.0 0.88 0.68
886,i want i,1.0 1.0 0.8
887,i'd like brown jeans,0.99 1.0 0.45 1.0
889,i want like pants,1.0 0.98 0.26 1.0
890,room,1.0
891,how much cost this,1.0 1.0 0.99 0.95
892,this is too expensive,0.87 1.0 1.0 1.0
893,i'm fine,0.79 1.0
894,i boots,0.75 0.98
895,i'd like some boots,0.49 0.76 0.49 0.87
896,a single room,0.79 0.6 1.0
897,i'd like brown boots,0.59 1.0 0.98 1.0
898,i would like brown boots,1.0 1.0 1.0 1.0 1.0
899,i need thirty six,0.98 0.46 0.97 0.97
900,i am a thirty six,0.98 0.89 0.93 0.89 0.86
901,i'm from jeans,0.6 0.52 0.91
902,i would like red jeans,0.67 0.57 0.89 0.9 1.0
903,tickets,0.33
904,large,1.0
905,how much cost this,1.0 1.0 0.67 0.57
906,how much is this,1.0 1.0 0.46 0.38
907,that's too much,0.96 1.0 1.0
908,is too expensive,0.46 1.0 1.0
909,i'd like a ticket to the piccadilly circus,0.53 0.97 0.91 0.91 0.96 0.88 1.0 1.0
910,i need a ticket to the piccadilly circus,0.94 0.43 0.97 0.97 1.0 1.0 1.0 1.0
911,can i pay with mastercard,1.0 1.0 1.0 0.99 0.99
912,i'd like to pay by mastercard,0.79 1.0 1.0 1.0 1.0 0.96
913,ticket to pay by swiss francs,0.83 1.0 1.0 0.99 1.0 0.52
914,can i pay by swiss franc,1.0 1.0 1.0 0.95 1.0 0.72
915,a room for large notes,0.73 0.87 0.73 1.0 1.0
916,where is the a t m,1.0 1.0 1.0 0.99 0.99 1.0
917,i'd like a lemonade,0.9 1.0 0.94 0.84
918,i'd like a lemonade,0.96 1.0 1.0 1.0
919,i would like the steak,0.89 0.82 0.93 0.91 1.0
920,i'm nights the steak,0.73 0.78 0.89 0.9
921,i'd like the steak,0.51 1.0 0.56 0.58
922,i'd like my steak blue,0.91 1.0 1.0 1.0 1.0
923,i'd like a scotch row,0.78 1.0 1.0 0.78 0.95
924,the dessert card please,1.0 1.0 1.0 0.98
925,i'd like the dessert card please,0.99 1.0 0.6 0.99 1.0 1.0
926,i would like the dessert card please,0.85 0.85 1.0 1.0 0.99 1.0 1.0
927,nights orange juice,0.78 1.0 1.0
928,i'd like a orange juice,0.81 0.94 0.65 1.0 1.0
929,i'd like the steak,0.79 1.0 1.0 1.0
930,i'd like the steak,0.74 1.0 0.98 1.0
931,i'd like a steak,0.84 1.0 0.61 0.72
932,i want my steak well done,1.0 1.0 1.0 1.0 1.0 1.0
933,i'm fine red boots,0.76 0.66 0.41 0.76
934,i want a room for six nights,1.0 1.0 0.61 1.0 1.0 0.33 0.99
935,where is not that what i ordered,0.43 0.98 1.0 1.0 1.0 1.0 0.95
936,that is not what i ordered,0.84 0.87 1.0 1.0 1.0 1.0
937,have not that what i ordered,0.53 0.89 0.74 1.0 1.0 0.93
938,no i haven't a reservation,1.0 1.0 1.0 1.0 1.0
939,i'd like a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 0.85
940,i'd like a suite,0.66 1.0 1.0 1.0
941,i can tuesday,0.59 0.38 0.76
942,a suite,1.0 1.0
943,i'd like to pay by mastercard,0.79 1.0 1.0 1.0 1.0 0.98
944,there want portugal,0.49 0.56 0.35
945,is there a hairdresser,1.0 1.0 1.0 1.0
946,where is the hairdresser,1.0 1.0 1.0 1.0
947,my room is dirty,1.0 1.0 1.0 1.0
948,where is the hairdryer,1.0 1.0 0.99 1.0
949,i'd like a room for six nights,0.99 1.0 1.0 1.0 1.0 1.0 1.0
950,single room,1.0 1.0
951,i'd like a single room,0.77 0.94 1.0 1.0 1.0
952,i'd like to pay by credit card,0.96 1.0 1.0 1.0 1.0 1.0 1.0
953,is there a lift,1.0 1.0 1.0 0.98
954,no i haven't a reservation,1.0 1.0 1.0 0.92 1.0
955,no i haven't a reservation,1.0 1.0 1.0 0.97 1.0
956,i haven't a reservation,1.0 1.0 0.94 1.0
957,i haven't a reservation,1.0 1.0 1.0 1.0
958,i haven't a reservation,1.0 1.0 1.0 1.0
959,no i haven't a reservation,0.99 1.0 1.0 0.99 1.0
960,i want a room for two nights,0.91 0.77 1.0 1.0 1.0 1.0 1.0
961,i would like a twin room,0.69 0.69 1.0 1.0 1.0 1.0
962,i'd like to pay by credit card,0.96 1.0 1.0 1.0 1.0 1.0 1.0
963,is there a hotel restaurant,1.0 1.0 0.97 1.0 1.0
964,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
965,i haven't a reservation,1.0 1.0 0.95 1.0
966,can i haven't a reservation,0.46 1.0 0.52 0.95 1.0
967,no i haven't a reservation,1.0 1.0 1.0 1.0 1.0
968,i'd like a room for six nights,0.52 0.98 0.99 1.0 1.0 1.0 1.0
969,a double room,1.0 1.0 1.0
970,i'd like a double room,0.95 1.0 1.0 1.0 1.0
971,i'd like a double room,0.99 1.0 1.0 1.0 1.0
972,can i pay by post card,1.0 1.0 1.0 1.0 0.99 0.99
973,is there a fitness studio,1.0 1.0 0.99 1.0 1.0
974,where is the fitness studio,1.0 1.0 1.0 1.0 1.0
975,i'd like four tickets to london,0.99 1.0 1.0 1.0 1.0 1.0
976,i'd like four tickets to london,0.88 1.0 1.0 1.0 1.0 1.0
977,i want to leave at thursday morning,1.0 1.0 1.0 1.0 0.9 1.0 1.0
978,my name is stephanie,1.0 1.0 1.0 1.0
979,i am from australia,0.75 0.75 1.0 1.0
980,i would like five tickets to london,0.58 0.57 0.92 1.0 1.0 1.0 1.0
981,i want to leave next visa,1.0 1.0 1.0 0.99 0.92 0.34
982,i want to leave next week,1.0 1.0 1.0 1.0 1.0 0.71
983,my name is mona,1.0 1.0 1.0 1.0
984,i'm from please,0.59 1.0 0.85
985,i'd like three tickets to london,0.99 1.0 0.96 1.0 1.0 1.0
986,i want to leave at twelve o'clock a m,1.0 1.0 1.0 1.0 0.97 0.47 1.0 1.0 1.0
987,my name is paolo,1.0 1.0 1.0 1.0
988,i'm from australia,0.61 1.0 1.0
989,two tickets to london,1.0 1.0 1.0 1.0
990,i would like two tickets to london,0.68 0.68 1.0 1.0 1.0 1.0 1.0
